Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Common Name,Species Code,Confidence,Begin Path,File Offset (s)
1,Spectrogram 1,1,12,15,0,15000,African Scops-Owl,afsowl1,0.7342,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_001202.wav,12
2,Spectrogram 1,1,21,24,0,15000,African Scops-Owl,afsowl1,0.9936,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_001202.wav,21
3,Spectrogram 1,1,30,33,0,15000,African Scops-Owl,afsowl1,0.8479,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_001202.wav,30
4,Spectrogram 1,1,39,42,0,15000,African Scops-Owl,afsowl1,0.9715,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_001202.wav,39
1,Spectrogram 1,1,0,3,0,15000,African Scops-Owl,afsowl1,0.7255,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_001502.wav,0
2,Spectrogram 1,1,15,18,0,15000,African Scops-Owl,afsowl1,0.4204,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_001502.wav,15
3,Spectrogram 1,1,24,27,0,15000,African Scops-Owl,afsowl1,0.524,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_001502.wav,24
5,Spectrogram 1,1,42,45,0,15000,African Scops-Owl,afsowl1,0.151,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_001502.wav,42
1,Spectrogram 1,1,33,36,0,15000,African Scops-Owl,afsowl1,0.5096,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_001802.wav,33
1,Spectrogram 1,1,39,42,0,15000,African Scops-Owl,afsowl1,0.5577,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002002.wav,39
2,Spectrogram 1,1,39,42,0,15000,African Scops-Owl,afsowl1,0.118,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002102.wav,39
1,Spectrogram 1,1,12,15,0,15000,African Scops-Owl,afsowl1,0.2752,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002302.wav,12
1,Spectrogram 1,1,6,9,0,15000,African Scops-Owl,afsowl1,0.3482,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002402.wav,6
2,Spectrogram 1,1,15,18,0,15000,African Scops-Owl,afsowl1,0.1153,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002402.wav,15
3,Spectrogram 1,1,24,27,0,15000,African Scops-Owl,afsowl1,0.1623,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002402.wav,24
4,Spectrogram 1,1,27,30,0,15000,African Scops-Owl,afsowl1,0.2434,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002402.wav,27
5,Spectrogram 1,1,36,39,0,15000,African Scops-Owl,afsowl1,0.4498,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002402.wav,36
6,Spectrogram 1,1,42,45,0,15000,African Scops-Owl,afsowl1,0.3091,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002402.wav,42
2,Spectrogram 1,1,18,21,0,15000,African Scops-Owl,afsowl1,0.3293,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002502.wav,18
6,Spectrogram 1,1,39,42,0,15000,African Scops-Owl,afsowl1,0.1422,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002502.wav,39
9,Spectrogram 1,1,54,57,0,15000,African Scops-Owl,afsowl1,0.3796,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002502.wav,54
1,Spectrogram 1,1,0,3,0,15000,African Scops-Owl,afsowl1,0.3587,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002602.wav,0
2,Spectrogram 1,1,42,45,0,15000,African Scops-Owl,afsowl1,0.2501,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002602.wav,42
3,Spectrogram 1,1,45,48,0,15000,African Scops-Owl,afsowl1,0.2818,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002602.wav,45
4,Spectrogram 1,1,48,51,0,15000,African Scops-Owl,afsowl1,0.2576,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002602.wav,48
5,Spectrogram 1,1,54,57,0,15000,African Scops-Owl,afsowl1,0.4393,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002602.wav,54
1,Spectrogram 1,1,0,3,0,15000,African Scops-Owl,afsowl1,0.9332,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002702.wav,0
2,Spectrogram 1,1,6,9,0,15000,African Scops-Owl,afsowl1,0.8881,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002702.wav,6
3,Spectrogram 1,1,15,18,0,15000,African Scops-Owl,afsowl1,0.4604,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002702.wav,15
2,Spectrogram 1,1,0,3,0,15000,African Scops-Owl,afsowl1,0.1576,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_002802.wav,0
1,Spectrogram 1,1,3,6,0,15000,African Scops-Owl,afsowl1,0.1298,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_003002.wav,3
2,Spectrogram 1,1,9,12,0,15000,African Scops-Owl,afsowl1,0.4915,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_003002.wav,9
3,Spectrogram 1,1,18,21,0,15000,African Scops-Owl,afsowl1,0.5307,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_003002.wav,18
6,Spectrogram 1,1,36,39,0,15000,African Scops-Owl,afsowl1,0.167,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_003002.wav,36
1,Spectrogram 1,1,0,3,0,15000,African Scops-Owl,afsowl1,0.3897,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_003102.wav,0
2,Spectrogram 1,1,18,21,0,15000,African Scops-Owl,afsowl1,0.8545,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_003102.wav,18
3,Spectrogram 1,1,24,27,0,15000,African Scops-Owl,afsowl1,0.127,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_003102.wav,24
5,Spectrogram 1,1,42,45,0,15000,African Scops-Owl,afsowl1,0.2876,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_003102.wav,42
2,Spectrogram 1,1,9,12,0,15000,Barn Owl,brnowl,0.9409,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_004702.wav,9
3,Spectrogram 1,1,12,15,0,15000,Barn Owl,brnowl,0.335,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_004702.wav,12
4,Spectrogram 1,1,18,21,0,15000,Barn Owl,brnowl,0.8312,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_004702.wav,18
1,Spectrogram 1,1,0,3,0,15000,African Scops-Owl,afsowl1,0.6455,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_005902.wav,0
2,Spectrogram 1,1,18,21,0,15000,African Scops-Owl,afsowl1,0.3456,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_005902.wav,18
1,Spectrogram 1,1,36,39,0,15000,African Scops-Owl,afsowl1,0.1057,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_010202.wav,36
1,Spectrogram 1,1,42,45,0,15000,African Scops-Owl,afsowl1,0.2334,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_010302.wav,42
1,Spectrogram 1,1,6,9,0,15000,African Scops-Owl,afsowl1,0.101,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_010402.wav,6
1,Spectrogram 1,1,30,33,0,15000,African Scops-Owl,afsowl1,0.5326,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_010502.wav,30
2,Spectrogram 1,1,39,42,0,15000,African Scops-Owl,afsowl1,0.3216,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_010502.wav,39
1,Spectrogram 1,1,27,30,0,15000,African Scops-Owl,afsowl1,0.8403,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_010602.wav,27
1,Spectrogram 1,1,24,27,0,15000,Gray Heron,graher1,0.1064,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_011602.wav,24
1,Spectrogram 1,1,0,3,0,15000,African Scops-Owl,afsowl1,0.4419,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_012302.wav,0
1,Spectrogram 1,1,6,9,0,15000,African Scops-Owl,afsowl1,0.4805,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_012802.wav,6
1,Spectrogram 1,1,12,15,0,15000,African Scops-Owl,afsowl1,0.7202,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_012902.wav,12
1,Spectrogram 1,1,54,57,0,15000,African Scops-Owl,afsowl1,0.8877,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_013002.wav,54
1,Spectrogram 1,1,18,21,0,15000,African Scops-Owl,afsowl1,0.6566,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_013202.wav,18
4,Spectrogram 1,1,45,48,0,15000,African Scops-Owl,afsowl1,0.8631,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_013202.wav,45
1,Spectrogram 1,1,9,12,0,15000,Barn Owl,brnowl,0.2598,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_013502.wav,9
1,Spectrogram 1,1,27,30,0,15000,African Scops-Owl,afsowl1,0.2146,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_014002.wav,27
1,Spectrogram 1,1,21,24,0,15000,African Scops-Owl,afsowl1,0.1089,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_014102.wav,21
1,Spectrogram 1,1,36,39,0,15000,African Scops-Owl,afsowl1,0.364,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_015002.wav,36
2,Spectrogram 1,1,51,54,0,15000,African Scops-Owl,afsowl1,0.1839,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_015002.wav,51
1,Spectrogram 1,1,27,30,0,15000,African Scops-Owl,afsowl1,0.4187,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_015102.wav,27
2,Spectrogram 1,1,33,36,0,15000,African Scops-Owl,afsowl1,0.1881,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_015102.wav,33
1,Spectrogram 1,1,39,42,0,15000,Eurasian Hoopoe,hoopoe,0.1566,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_015602.wav,39
1,Spectrogram 1,1,24,27,0,15000,Eurasian Hoopoe,hoopoe,0.58,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_015902.wav,24
2,Spectrogram 1,1,33,36,0,15000,Laughing Dove,laudov1,0.1032,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_015902.wav,33
4,Spectrogram 1,1,51,54,0,15000,Great Spotted Cuckoo,grscuc1,0.445,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_015902.wav,51
5,Spectrogram 1,1,51,54,0,15000,Black-headed Lapwing,blhlap1,0.2598,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_015902.wav,51
6,Spectrogram 1,1,51,54,0,15000,Green Woodhoopoe,grewoo2,0.1065,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_015902.wav,51
7,Spectrogram 1,1,54,57,0,15000,Black-headed Lapwing,blhlap1,0.5712,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_015902.wav,54
8,Spectrogram 1,1,54,57,0,15000,Great Spotted Cuckoo,grscuc1,0.5665,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_015902.wav,54
1,Spectrogram 1,1,6,9,0,15000,Great Spotted Cuckoo,grscuc1,0.2006,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_020002.wav,6
1,Spectrogram 1,1,18,21,0,15000,Peregrine Falcon,perfal,0.178,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_020502.wav,18
2,Spectrogram 1,1,18,21,0,15000,Wattled Lapwing,watlap1,0.1113,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_020502.wav,18
3,Spectrogram 1,1,24,27,0,15000,Wattled Lapwing,watlap1,0.2297,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_020502.wav,24
4,Spectrogram 1,1,30,33,0,15000,Wattled Lapwing,watlap1,0.2201,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_020502.wav,30
5,Spectrogram 1,1,33,36,0,15000,Wattled Lapwing,watlap1,0.1508,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_020502.wav,33
7,Spectrogram 1,1,36,39,0,15000,Wattled Lapwing,watlap1,0.2624,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_020502.wav,36
1,Spectrogram 1,1,27,30,0,15000,Barn Owl,brnowl,0.2192,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_021502.wav,27
2,Spectrogram 1,1,39,42,0,15000,Barn Owl,brnowl,0.2014,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_021502.wav,39
3,Spectrogram 1,1,21,24,0,15000,Eurasian Hoopoe,hoopoe,0.1078,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_022302.wav,21
6,Spectrogram 1,1,48,51,0,15000,Eurasian Hoopoe,hoopoe,0.2137,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_022302.wav,48
1,Spectrogram 1,1,9,12,0,15000,African Scops-Owl,afsowl1,0.1046,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_022702.wav,9
1,Spectrogram 1,1,3,6,0,15000,African Scops-Owl,afsowl1,0.239,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_022902.wav,3
1,Spectrogram 1,1,54,57,0,15000,Vinaceous Dove,vindov1,0.1408,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_024002.wav,54
2,Spectrogram 1,1,57,58.07,0,15000,Laughing Dove,laudov1,0.3925,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_024002.wav,57
1,Spectrogram 1,1,21,24,0,15000,Gray Heron,graher1,0.1068,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_025502.wav,21
1,Spectrogram 1,1,6,9,0,15000,African Scops-Owl,afsowl1,0.1129,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_025802.wav,6
2,Spectrogram 1,1,15,18,0,15000,African Scops-Owl,afsowl1,0.4852,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_025802.wav,15
1,Spectrogram 1,1,18,21,0,15000,African Scops-Owl,afsowl1,0.2298,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_025902.wav,18
3,Spectrogram 1,1,30,33,0,15000,African Scops-Owl,afsowl1,0.6643,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_025902.wav,30
4,Spectrogram 1,1,54,57,0,15000,African Scops-Owl,afsowl1,0.6661,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_025902.wav,54
1,Spectrogram 1,1,33,36,0,15000,African Scops-Owl,afsowl1,0.7009,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030002.wav,33
6,Spectrogram 1,1,48,51,0,15000,African Scops-Owl,afsowl1,0.5276,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030102.wav,48
1,Spectrogram 1,1,6,9,0,15000,African Scops-Owl,afsowl1,0.4214,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030202.wav,6
3,Spectrogram 1,1,15,18,0,15000,African Scops-Owl,afsowl1,0.6153,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030202.wav,15
7,Spectrogram 1,1,24,27,0,15000,African Scops-Owl,afsowl1,0.9697,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030202.wav,24
8,Spectrogram 1,1,33,36,0,15000,African Scops-Owl,afsowl1,0.953,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030202.wav,33
9,Spectrogram 1,1,39,42,0,15000,African Scops-Owl,afsowl1,0.7621,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030202.wav,39
10,Spectrogram 1,1,48,51,0,15000,African Scops-Owl,afsowl1,0.3142,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030202.wav,48
2,Spectrogram 1,1,24,27,0,15000,African Scops-Owl,afsowl1,0.3712,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030302.wav,24
1,Spectrogram 1,1,45,48,0,15000,African Scops-Owl,afsowl1,0.3204,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030402.wav,45
2,Spectrogram 1,1,42,45,0,15000,African Scops-Owl,afsowl1,0.8733,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030502.wav,42
3,Spectrogram 1,1,51,54,0,15000,African Scops-Owl,afsowl1,0.5428,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030502.wav,51
1,Spectrogram 1,1,27,30,0,15000,African Scops-Owl,afsowl1,0.5877,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030602.wav,27
2,Spectrogram 1,1,42,45,0,15000,African Scops-Owl,afsowl1,0.9768,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030602.wav,42
3,Spectrogram 1,1,51,54,0,15000,African Scops-Owl,afsowl1,0.9167,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030602.wav,51
1,Spectrogram 1,1,0,3,0,15000,African Scops-Owl,afsowl1,0.217,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030702.wav,0
3,Spectrogram 1,1,9,12,0,15000,African Scops-Owl,afsowl1,0.7024,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030702.wav,9
4,Spectrogram 1,1,27,30,0,15000,African Scops-Owl,afsowl1,0.8574,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030702.wav,27
8,Spectrogram 1,1,45,48,0,15000,African Scops-Owl,afsowl1,0.5309,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030702.wav,45
1,Spectrogram 1,1,18,21,0,15000,African Scops-Owl,afsowl1,0.8572,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030802.wav,18
2,Spectrogram 1,1,27,30,0,15000,African Scops-Owl,afsowl1,0.9963,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030802.wav,27
1,Spectrogram 1,1,6,9,0,15000,African Scops-Owl,afsowl1,0.9987,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030902.wav,6
2,Spectrogram 1,1,21,24,0,15000,African Scops-Owl,afsowl1,0.9344,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_030902.wav,21
2,Spectrogram 1,1,27,30,0,15000,Eurasian Hoopoe,hoopoe,0.1807,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_033602.wav,27
1,Spectrogram 1,1,33,36,0,15000,African Scops-Owl,afsowl1,0.9875,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_034002.wav,33
2,Spectrogram 1,1,39,42,0,15000,African Scops-Owl,afsowl1,0.3037,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_034002.wav,39
3,Spectrogram 1,1,45,48,0,15000,African Scops-Owl,afsowl1,0.2983,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_034002.wav,45
1,Spectrogram 1,1,0,3,0,15000,African Scops-Owl,afsowl1,0.1504,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_034302.wav,0
2,Spectrogram 1,1,15,18,0,15000,Little Bittern,litbit1,0.1105,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_034302.wav,15
2,Spectrogram 1,1,51,54,0,15000,African Scops-Owl,afsowl1,0.9392,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_034402.wav,51
3,Spectrogram 1,1,33,36,0,15000,African Scops-Owl,afsowl1,0.3597,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_034502.wav,33
4,Spectrogram 1,1,42,45,0,15000,African Scops-Owl,afsowl1,0.273,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_034502.wav,42
3,Spectrogram 1,1,18,21,0,15000,African Scops-Owl,afsowl1,0.3612,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_034602.wav,18
4,Spectrogram 1,1,27,30,0,15000,African Scops-Owl,afsowl1,0.2064,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_034602.wav,27
5,Spectrogram 1,1,48,51,0,15000,African Scops-Owl,afsowl1,0.8573,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_034602.wav,48
1,Spectrogram 1,1,27,30,0,15000,African Scops-Owl,afsowl1,0.7118,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_034702.wav,27
1,Spectrogram 1,1,30,33,0,15000,African Scops-Owl,afsowl1,0.3136,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035002.wav,30
1,Spectrogram 1,1,0,3,0,15000,African Scops-Owl,afsowl1,0.3782,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035202.wav,0
3,Spectrogram 1,1,9,12,0,15000,African Scops-Owl,afsowl1,0.8513,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035202.wav,9
4,Spectrogram 1,1,21,24,0,15000,African Scops-Owl,afsowl1,0.5874,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035202.wav,21
5,Spectrogram 1,1,30,33,0,15000,African Scops-Owl,afsowl1,0.9852,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035202.wav,30
6,Spectrogram 1,1,39,42,0,15000,African Scops-Owl,afsowl1,0.8395,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035202.wav,39
7,Spectrogram 1,1,51,54,0,15000,African Scops-Owl,afsowl1,0.9575,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035202.wav,51
1,Spectrogram 1,1,0,3,0,15000,African Scops-Owl,afsowl1,0.7751,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035302.wav,0
2,Spectrogram 1,1,21,24,0,15000,African Scops-Owl,afsowl1,0.1207,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035302.wav,21
3,Spectrogram 1,1,30,33,0,15000,African Scops-Owl,afsowl1,0.867,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035302.wav,30
4,Spectrogram 1,1,39,42,0,15000,African Scops-Owl,afsowl1,0.9486,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035302.wav,39
5,Spectrogram 1,1,48,51,0,15000,African Scops-Owl,afsowl1,0.1303,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035302.wav,48
1,Spectrogram 1,1,36,39,0,15000,African Scops-Owl,afsowl1,0.5287,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035402.wav,36
1,Spectrogram 1,1,6,9,0,15000,African Scops-Owl,afsowl1,0.9483,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035502.wav,6
2,Spectrogram 1,1,33,36,0,15000,African Scops-Owl,afsowl1,0.3029,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035502.wav,33
4,Spectrogram 1,1,54,57,0,15000,African Scops-Owl,afsowl1,0.1136,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035502.wav,54
1,Spectrogram 1,1,27,30,0,15000,African Scops-Owl,afsowl1,0.1572,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035802.wav,27
1,Spectrogram 1,1,24,27,0,15000,African Scops-Owl,afsowl1,0.346,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_035902.wav,24
1,Spectrogram 1,1,12,15,0,15000,African Scops-Owl,afsowl1,0.6061,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_040002.wav,12
4,Spectrogram 1,1,24,27,0,15000,African Scops-Owl,afsowl1,0.2099,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_040102.wav,24
1,Spectrogram 1,1,18,21,0,15000,African Scops-Owl,afsowl1,0.8245,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_040202.wav,18
2,Spectrogram 1,1,27,30,0,15000,African Scops-Owl,afsowl1,0.5853,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_040202.wav,27
3,Spectrogram 1,1,36,39,0,15000,African Scops-Owl,afsowl1,0.9963,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_040202.wav,36
4,Spectrogram 1,1,45,48,0,15000,African Scops-Owl,afsowl1,0.9385,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_040202.wav,45
1,Spectrogram 1,1,24,27,0,15000,African Scops-Owl,afsowl1,0.6191,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_040302.wav,24
2,Spectrogram 1,1,33,36,0,15000,African Scops-Owl,afsowl1,0.8922,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_040302.wav,33
4,Spectrogram 1,1,42,45,0,15000,African Scops-Owl,afsowl1,0.9205,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_040302.wav,42
1,Spectrogram 1,1,33,36,0,15000,African Scops-Owl,afsowl1,0.9652,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_040402.wav,33
2,Spectrogram 1,1,42,45,0,15000,African Scops-Owl,afsowl1,0.2924,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_040402.wav,42
2,Spectrogram 1,1,27,30,0,15000,African Scops-Owl,afsowl1,0.1963,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_041702.wav,27
1,Spectrogram 1,1,30,33,0,15000,African Scops-Owl,afsowl1,0.9023,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_041902.wav,30
1,Spectrogram 1,1,45,48,0,15000,Great Egret,greegr,0.1005,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_043002.wav,45
2,Spectrogram 1,1,36,39,0,15000,African Scops-Owl,afsowl1,0.4627,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_043802.wav,36
3,Spectrogram 1,1,45,48,0,15000,African Scops-Owl,afsowl1,0.9693,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_043802.wav,45
4,Spectrogram 1,1,54,57,0,15000,African Scops-Owl,afsowl1,0.3162,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_043802.wav,54
1,Spectrogram 1,1,12,15,0,15000,African Scops-Owl,afsowl1,0.284,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_043902.wav,12
2,Spectrogram 1,1,51,54,0,15000,African Scops-Owl,afsowl1,0.3728,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_043902.wav,51
1,Spectrogram 1,1,12,15,0,15000,African Scops-Owl,afsowl1,0.2897,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_044002.wav,12
3,Spectrogram 1,1,30,33,0,15000,African Scops-Owl,afsowl1,0.3218,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_044002.wav,30
1,Spectrogram 1,1,0,3,0,15000,African Scops-Owl,afsowl1,0.1383,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_044202.wav,0
2,Spectrogram 1,1,21,24,0,15000,African Scops-Owl,afsowl1,0.6556,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_044202.wav,21
3,Spectrogram 1,1,39,42,0,15000,African Scops-Owl,afsowl1,0.8972,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_044202.wav,39
4,Spectrogram 1,1,48,51,0,15000,African Scops-Owl,afsowl1,0.7637,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_044202.wav,48
1,Spectrogram 1,1,0,3,0,15000,African Scops-Owl,afsowl1,0.1826,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_044302.wav,0
