Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Common Name,Species Code,Confidence,Begin Path,File Offset (s)
2,Spectrogram 1,1,3,6,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1477,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133502.wav,3
1,Spectrogram 1,1,9,12,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.6211,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133602.wav,9
3,Spectrogram 1,1,30,33,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.2484,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133602.wav,30
4,Spectrogram 1,1,33,36,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1575,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133602.wav,33
5,Spectrogram 1,1,54,57,0,15000,Sahel Bush Sparrow,buspet1,0.1657,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133602.wav,54
1,Spectrogram 1,1,3,6,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.6424,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133702.wav,3
2,Spectrogram 1,1,45,48,0,15000,Brubru,brubru1,0.4294,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133802.wav,45
3,Spectrogram 1,1,48,51,0,15000,Brubru,brubru1,0.1343,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133802.wav,48
4,Spectrogram 1,1,54,57,0,15000,Brubru,brubru1,0.2637,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133802.wav,54
1,Spectrogram 1,1,6,9,0,15000,Sahel Bush Sparrow,buspet1,0.846,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133902.wav,6
2,Spectrogram 1,1,6,9,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.7256,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133902.wav,6
3,Spectrogram 1,1,9,12,0,15000,Sahel Bush Sparrow,buspet1,0.7334,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133902.wav,9
4,Spectrogram 1,1,12,15,0,15000,Sahel Bush Sparrow,buspet1,0.1075,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133902.wav,12
5,Spectrogram 1,1,24,27,0,15000,Sahel Bush Sparrow,buspet1,0.1862,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133902.wav,24
6,Spectrogram 1,1,42,45,0,15000,Long-tailed Glossy Starling,ltgsta1,0.1437,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133902.wav,42
7,Spectrogram 1,1,45,48,0,15000,Sahel Bush Sparrow,buspet1,0.1169,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133902.wav,45
8,Spectrogram 1,1,48,51,0,15000,Sahel Bush Sparrow,buspet1,0.6016,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_133902.wav,48
1,Spectrogram 1,1,15,18,0,15000,Sahel Bush Sparrow,buspet1,0.4144,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134002.wav,15
2,Spectrogram 1,1,24,27,0,15000,Sahel Bush Sparrow,buspet1,0.2736,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134002.wav,24
3,Spectrogram 1,1,33,36,0,15000,Sahel Bush Sparrow,buspet1,0.1005,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134002.wav,33
4,Spectrogram 1,1,36,39,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1728,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134002.wav,36
5,Spectrogram 1,1,42,45,0,15000,Sahel Bush Sparrow,buspet1,0.2214,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134002.wav,42
6,Spectrogram 1,1,45,48,0,15000,Sahel Bush Sparrow,buspet1,0.1257,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134002.wav,45
1,Spectrogram 1,1,0,3,0,15000,Sahel Bush Sparrow,buspet1,0.886,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,0
2,Spectrogram 1,1,6,9,0,15000,Sahel Bush Sparrow,buspet1,0.1585,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,6
3,Spectrogram 1,1,12,15,0,15000,Sahel Bush Sparrow,buspet1,0.1212,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,12
4,Spectrogram 1,1,15,18,0,15000,Sahel Bush Sparrow,buspet1,0.2848,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,15
5,Spectrogram 1,1,24,27,0,15000,Sahel Bush Sparrow,buspet1,0.2744,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,24
6,Spectrogram 1,1,24,27,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.2691,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,24
7,Spectrogram 1,1,27,30,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.5188,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,27
8,Spectrogram 1,1,27,30,0,15000,Sahel Bush Sparrow,buspet1,0.4087,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,27
9,Spectrogram 1,1,30,33,0,15000,Sahel Bush Sparrow,buspet1,0.3751,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,30
10,Spectrogram 1,1,33,36,0,15000,Sahel Bush Sparrow,buspet1,0.2324,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,33
11,Spectrogram 1,1,36,39,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.5654,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,36
12,Spectrogram 1,1,36,39,0,15000,Sahel Bush Sparrow,buspet1,0.3462,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,36
13,Spectrogram 1,1,39,42,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.8828,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,39
14,Spectrogram 1,1,39,42,0,15000,Sahel Bush Sparrow,buspet1,0.1986,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,39
15,Spectrogram 1,1,48,51,0,15000,Sahel Bush Sparrow,buspet1,0.1879,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,48
16,Spectrogram 1,1,48,51,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1164,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,48
17,Spectrogram 1,1,51,54,0,15000,Sahel Bush Sparrow,buspet1,0.9617,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,51
18,Spectrogram 1,1,51,54,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.4033,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,51
19,Spectrogram 1,1,54,57,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.5737,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,54
20,Spectrogram 1,1,57,58.07,0,15000,Sahel Bush Sparrow,buspet1,0.6514,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134102.wav,57
1,Spectrogram 1,1,0,3,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.4213,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,0
2,Spectrogram 1,1,6,9,0,15000,Sahel Bush Sparrow,buspet1,0.2521,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,6
3,Spectrogram 1,1,9,12,0,15000,Sahel Bush Sparrow,buspet1,0.7395,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,9
4,Spectrogram 1,1,9,12,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1228,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,9
5,Spectrogram 1,1,12,15,0,15000,Sahel Bush Sparrow,buspet1,0.9126,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,12
6,Spectrogram 1,1,12,15,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1509,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,12
7,Spectrogram 1,1,15,18,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.7062,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,15
8,Spectrogram 1,1,21,24,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.7528,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,21
9,Spectrogram 1,1,24,27,0,15000,Sahel Bush Sparrow,buspet1,0.5228,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,24
10,Spectrogram 1,1,24,27,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1366,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,24
11,Spectrogram 1,1,27,30,0,15000,Sahel Bush Sparrow,buspet1,0.6372,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,27
12,Spectrogram 1,1,27,30,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1637,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,27
13,Spectrogram 1,1,30,33,0,15000,Sahel Bush Sparrow,buspet1,0.114,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,30
14,Spectrogram 1,1,33,36,0,15000,Sahel Bush Sparrow,buspet1,0.1176,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,33
15,Spectrogram 1,1,36,39,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.7921,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,36
16,Spectrogram 1,1,51,54,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1198,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134202.wav,51
1,Spectrogram 1,1,15,18,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.263,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134302.wav,15
2,Spectrogram 1,1,27,30,0,15000,Western Orphean Warbler,weowar2,0.1779,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134302.wav,27
3,Spectrogram 1,1,45,48,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1556,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134302.wav,45
4,Spectrogram 1,1,48,51,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.3485,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134302.wav,48
5,Spectrogram 1,1,51,54,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.2156,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134302.wav,51
6,Spectrogram 1,1,54,57,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.7116,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134302.wav,54
1,Spectrogram 1,1,0,3,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.6736,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134402.wav,0
2,Spectrogram 1,1,3,6,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.2439,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134402.wav,3
3,Spectrogram 1,1,9,12,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.4892,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134402.wav,9
4,Spectrogram 1,1,12,15,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1778,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134402.wav,12
5,Spectrogram 1,1,18,21,0,15000,Long-tailed Glossy Starling,ltgsta1,0.2853,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134402.wav,18
6,Spectrogram 1,1,42,45,0,15000,Western Black-eared Wheatear,bkewhe1,0.1387,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134402.wav,42
1,Spectrogram 1,1,21,24,0,15000,Sahel Bush Sparrow,buspet1,0.3453,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134502.wav,21
2,Spectrogram 1,1,24,27,0,15000,Sahel Bush Sparrow,buspet1,0.117,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134502.wav,24
3,Spectrogram 1,1,33,36,0,15000,Laughing Dove,laudov1,0.2181,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134502.wav,33
4,Spectrogram 1,1,39,42,0,15000,Laughing Dove,laudov1,0.2498,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134502.wav,39
5,Spectrogram 1,1,48,51,0,15000,Red-cheeked Cordonbleu,reccor,0.575,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134502.wav,48
6,Spectrogram 1,1,51,54,0,15000,Red-cheeked Cordonbleu,reccor,0.2804,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134502.wav,51
7,Spectrogram 1,1,51,54,0,15000,Laughing Dove,laudov1,0.1886,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134502.wav,51
1,Spectrogram 1,1,0,3,0,15000,Red-cheeked Cordonbleu,reccor,0.1702,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134602.wav,0
2,Spectrogram 1,1,6,9,0,15000,Red-cheeked Cordonbleu,reccor,0.1548,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134602.wav,6
3,Spectrogram 1,1,9,12,0,15000,Red-cheeked Cordonbleu,reccor,0.2039,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134602.wav,9
4,Spectrogram 1,1,12,15,0,15000,Red-cheeked Cordonbleu,reccor,0.1479,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134602.wav,12
5,Spectrogram 1,1,15,18,0,15000,Long-tailed Glossy Starling,ltgsta1,0.1873,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134602.wav,15
6,Spectrogram 1,1,30,33,0,15000,Red-cheeked Cordonbleu,reccor,0.2468,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134602.wav,30
7,Spectrogram 1,1,51,54,0,15000,Long-tailed Glossy Starling,ltgsta1,0.8049,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134602.wav,51
8,Spectrogram 1,1,54,57,0,15000,Vinaceous Dove,vindov1,0.2771,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134602.wav,54
9,Spectrogram 1,1,54,57,0,15000,Laughing Dove,laudov1,0.1982,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134602.wav,54
10,Spectrogram 1,1,57,58.07,0,15000,Vinaceous Dove,vindov1,0.1656,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134602.wav,57
1,Spectrogram 1,1,3,6,0,15000,Vinaceous Dove,vindov1,0.6484,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134702.wav,3
2,Spectrogram 1,1,3,6,0,15000,Long-tailed Glossy Starling,ltgsta1,0.2496,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134702.wav,3
3,Spectrogram 1,1,6,9,0,15000,Vinaceous Dove,vindov1,0.1277,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134702.wav,6
4,Spectrogram 1,1,9,12,0,15000,Long-tailed Glossy Starling,ltgsta1,0.2712,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134702.wav,9
5,Spectrogram 1,1,9,12,0,15000,Laughing Dove,laudov1,0.1639,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134702.wav,9
6,Spectrogram 1,1,12,15,0,15000,Vinaceous Dove,vindov1,0.5633,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134702.wav,12
7,Spectrogram 1,1,15,18,0,15000,Vinaceous Dove,vindov1,0.7882,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134702.wav,15
8,Spectrogram 1,1,18,21,0,15000,Vinaceous Dove,vindov1,0.2205,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134702.wav,18
9,Spectrogram 1,1,18,21,0,15000,Laughing Dove,laudov1,0.1583,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134702.wav,18
10,Spectrogram 1,1,21,24,0,15000,Vinaceous Dove,vindov1,0.6473,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134702.wav,21
11,Spectrogram 1,1,24,27,0,15000,Vinaceous Dove,vindov1,0.1248,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134702.wav,24
12,Spectrogram 1,1,30,33,0,15000,Laughing Dove,laudov1,0.2895,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134702.wav,30
13,Spectrogram 1,1,33,36,0,15000,Laughing Dove,laudov1,0.1144,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134702.wav,33
14,Spectrogram 1,1,54,57,0,15000,Vinaceous Dove,vindov1,0.6957,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134702.wav,54
15,Spectrogram 1,1,57,58.07,0,15000,Vinaceous Dove,vindov1,0.1941,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134702.wav,57
1,Spectrogram 1,1,0,3,0,15000,Vinaceous Dove,vindov1,0.8085,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134802.wav,0
2,Spectrogram 1,1,3,6,0,15000,Vinaceous Dove,vindov1,0.3128,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134802.wav,3
3,Spectrogram 1,1,6,9,0,15000,Laughing Dove,laudov1,0.5401,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134802.wav,6
4,Spectrogram 1,1,6,9,0,15000,Vinaceous Dove,vindov1,0.3301,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134802.wav,6
5,Spectrogram 1,1,9,12,0,15000,Vinaceous Dove,vindov1,0.6947,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134802.wav,9
6,Spectrogram 1,1,12,15,0,15000,Vinaceous Dove,vindov1,0.5188,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134802.wav,12
7,Spectrogram 1,1,12,15,0,15000,Sahel Bush Sparrow,buspet1,0.2435,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134802.wav,12
8,Spectrogram 1,1,15,18,0,15000,Vinaceous Dove,vindov1,0.3998,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134802.wav,15
9,Spectrogram 1,1,18,21,0,15000,Sahel Bush Sparrow,buspet1,0.3604,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134802.wav,18
10,Spectrogram 1,1,21,24,0,15000,Sahel Bush Sparrow,buspet1,0.293,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134802.wav,21
11,Spectrogram 1,1,24,27,0,15000,Sahel Bush Sparrow,buspet1,0.5447,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134802.wav,24
12,Spectrogram 1,1,48,51,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1147,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134802.wav,48
1,Spectrogram 1,1,3,6,0,15000,Vinaceous Dove,vindov1,0.3292,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134902.wav,3
2,Spectrogram 1,1,6,9,0,15000,Sahel Bush Sparrow,buspet1,0.1422,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134902.wav,6
3,Spectrogram 1,1,15,18,0,15000,Sahel Bush Sparrow,buspet1,0.1124,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134902.wav,15
4,Spectrogram 1,1,39,42,0,15000,Green Bee-eater,grbeat1,0.2124,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134902.wav,39
5,Spectrogram 1,1,48,51,0,15000,Laughing Dove,laudov1,0.1335,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134902.wav,48
6,Spectrogram 1,1,48,51,0,15000,Vinaceous Dove,vindov1,0.119,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_134902.wav,48
1,Spectrogram 1,1,3,6,0,15000,Vinaceous Dove,vindov1,0.1522,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135002.wav,3
2,Spectrogram 1,1,6,9,0,15000,Vinaceous Dove,vindov1,0.3243,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135002.wav,6
3,Spectrogram 1,1,9,12,0,15000,Sahel Bush Sparrow,buspet1,0.4583,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135002.wav,9
4,Spectrogram 1,1,12,15,0,15000,Sahel Bush Sparrow,buspet1,0.4074,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135002.wav,12
5,Spectrogram 1,1,15,18,0,15000,Vinaceous Dove,vindov1,0.1751,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135002.wav,15
6,Spectrogram 1,1,27,30,0,15000,Vinaceous Dove,vindov1,0.4258,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135002.wav,27
7,Spectrogram 1,1,30,33,0,15000,Laughing Dove,laudov1,0.3617,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135002.wav,30
8,Spectrogram 1,1,33,36,0,15000,Laughing Dove,laudov1,0.1132,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135002.wav,33
9,Spectrogram 1,1,36,39,0,15000,Laughing Dove,laudov1,0.1455,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135002.wav,36
10,Spectrogram 1,1,39,42,0,15000,Vinaceous Dove,vindov1,0.1163,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135002.wav,39
11,Spectrogram 1,1,42,45,0,15000,Laughing Dove,laudov1,0.2617,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135002.wav,42
12,Spectrogram 1,1,42,45,0,15000,Vinaceous Dove,vindov1,0.1945,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135002.wav,42
1,Spectrogram 1,1,0,3,0,15000,Vinaceous Dove,vindov1,0.1103,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135102.wav,0
2,Spectrogram 1,1,3,6,0,15000,Vinaceous Dove,vindov1,0.3257,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135102.wav,3
3,Spectrogram 1,1,3,6,0,15000,Laughing Dove,laudov1,0.1486,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135102.wav,3
4,Spectrogram 1,1,6,9,0,15000,Vinaceous Dove,vindov1,0.4716,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135102.wav,6
5,Spectrogram 1,1,9,12,0,15000,Laughing Dove,laudov1,0.4934,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135102.wav,9
6,Spectrogram 1,1,9,12,0,15000,Vinaceous Dove,vindov1,0.3048,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135102.wav,9
7,Spectrogram 1,1,27,30,0,15000,Long-tailed Glossy Starling,ltgsta1,0.2489,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135102.wav,27
8,Spectrogram 1,1,36,39,0,15000,Red-cheeked Cordonbleu,reccor,0.4834,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135102.wav,36
9,Spectrogram 1,1,39,42,0,15000,Red-cheeked Cordonbleu,reccor,0.6008,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135102.wav,39
10,Spectrogram 1,1,42,45,0,15000,Red-cheeked Cordonbleu,reccor,0.33,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135102.wav,42
1,Spectrogram 1,1,12,15,0,15000,Red-rumped Swallow,rerswa1,0.3045,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135302.wav,12
2,Spectrogram 1,1,51,54,0,15000,Laughing Dove,laudov1,0.1569,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135302.wav,51
1,Spectrogram 1,1,6,9,0,15000,Eurasian Marsh-Harrier,wemhar1,0.1501,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135402.wav,6
2,Spectrogram 1,1,48,51,0,15000,Red-cheeked Cordonbleu,reccor,0.2959,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135502.wav,48
3,Spectrogram 1,1,51,54,0,15000,Red-cheeked Cordonbleu,reccor,0.4145,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135502.wav,51
1,Spectrogram 1,1,6,9,0,15000,Red-cheeked Cordonbleu,reccor,0.6248,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135602.wav,6
2,Spectrogram 1,1,27,30,0,15000,Red-cheeked Cordonbleu,reccor,0.4571,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135602.wav,27
3,Spectrogram 1,1,33,36,0,15000,Red-cheeked Cordonbleu,reccor,0.6195,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135602.wav,33
4,Spectrogram 1,1,54,57,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.2343,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135602.wav,54
1,Spectrogram 1,1,36,39,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.3267,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135702.wav,36
2,Spectrogram 1,1,39,42,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1345,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135702.wav,39
3,Spectrogram 1,1,42,45,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1057,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135702.wav,42
4,Spectrogram 1,1,45,48,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.2921,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135702.wav,45
5,Spectrogram 1,1,48,51,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.2032,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135702.wav,48
6,Spectrogram 1,1,54,57,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.6801,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135702.wav,54
1,Spectrogram 1,1,21,24,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.2839,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135802.wav,21
2,Spectrogram 1,1,30,33,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1019,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135802.wav,30
3,Spectrogram 1,1,33,36,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1844,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135802.wav,33
4,Spectrogram 1,1,54,57,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.3506,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135802.wav,54
1,Spectrogram 1,1,15,18,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.1899,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135902.wav,15
2,Spectrogram 1,1,18,21,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.3997,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135902.wav,18
3,Spectrogram 1,1,24,27,0,15000,Yellow-fronted Tinkerbird,yeftin1,0.174,BurkinaFaso/Site_10CS_25/Data/10CS_25_20251231_135902.wav,24
